Product,Comments ,Website,Label
Velvet Liquid Lipstick,"perfect shade!
This is the shade of lipstick I’ve been looking for! It is something I can wear everyday, at the office or when I want to look nice - but not too made up. My complexion is fair and this is the perfect shade. And it lasts because it is a Kylie product and they last for-eve-rrr! Love it!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"great product
I’m thoroughly impressed. This product goes on silky smooth and the color is beautiful. The lasting power is great also. Kylie Cosmetics has never been of interest to me but after sampling this product I will for sure purchase more.",kylie cosmetics,positive
Velvet Liquid Lipstick,"my new fav barbie girl hot pink color
BARBIE GIRL PINK. I am in love with this color! I am so excited Kylie finally has that fun girly bright Barbie pink color in the best lip formula ever!",kylie cosmetics,positive
Velvet Liquid Lipstick,"fun and so gorgeous
Love this color!!! So fun and bright I can’t wait to wear it during the spring and summer months. This new formula feels amazing on your lips!",kylie cosmetics,positive
Velvet Liquid Lipstick,"Liquid lip
First of all, not hydrating at all, it makes my lips look crusty? and even if I apply lip gloss over it, my lips would still show the lines of my lips and be ugly of a look in general even if I'm going for the natural big lips look. It just didn't work. Another thing, why are the colors being more orangey tone than showing pink tones. Like packaging and advertisement, it? shows what the colors should look like on any skin tones especially fair(ish). For me since I'm fair and ginger (freckles all over and natural red, aubrey) I have tried the Koko K and One Wish, I was hoping for good colors on me but when I wore them they were warmed and orangey tones.",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty
I am very pleased with the shade I chose. It is a very wearable day to day colour.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love this product!
Amazing lip combo! Love the finish on the gloss and the colors compliment each other very nicely. Super great for every day and lasts very long",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice
The color looked super nice however I did think that it was a little too pale for me ! But I definitely love the lip kits !",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing <3
It's incredible, it doesn't separate and stays after eating. It is easy to apply and does not leave a mark. It's very beautiful and I like the color.",kylie cosmetics,positive
Velvet Liquid Lipstick,"say no more
I was a little nervous on how the color would look on me but I am so happy with it! It applies so smooth and feels amazing on my lips. This will be a staple in spring, for sure!",kylie cosmetics,positive
Velvet Liquid Lipstick,"hyped for a reason!
Kylie lip kits will continue to be my fave. Long lasting and not over drying on my lips! I still like to use a lip oil over top, but super amazing!",kylie cosmetics,positive
Velvet Liquid Lipstick,"awesome!
This formula!!! Feels amazing on my lips, went on super easy and smooth! I would have preferred a different color just because bright pink isn’t really my style but I absolutely love this lipstick!",kylie cosmetics,positive
Velvet Liquid Lipstick,"obsessed!
I love the new formula! The old one would always dry out my lips but this goes on more silky! I love the nude color and also the packaging is so cute too. I got this from influenster!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"velvet lip kit
I liked the packing very simple down to earth nothing so fancy. Pencil was very easy and smooth to apply I enjoyed it would recommend. Very pretty color as well thank you for choosing me to do this complimentary sample",kylie cosmetics,positive
Velvet Liquid Lipstick,"smooth!
I like this lip kit a lot! It goes on really smooth and feels great on my lips. It dries quickly and stays in place. I wouldn’t have picked this color but honestly I may wear it this spring/summer. The feeling of it on my lips is what really sells it. So smooth. Great product!",kylie cosmetics,positive
Velvet Liquid Lipstick,"fuller vibrant long lasting lip duo!
I absolutely loved the new Velvet Lip Kit by Kylie Cosmetics, I loved that they include the lip liner and liquid long lasting lipstick for the perfect match that lasts hours! It’s formulated with all clean and vegan ingredients! It gives me a fuller vibrant lip, and love the deep color! Also I loved it didn’t rub off on my cup!",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful color
This color is so perfect for someone who is pale and has neutral undertones & I love the velvet feel over the matte ones, definitely will purchase!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the feel of it!
I’ve had a few of the matte lip kits in the past and I liked them, but they always made my lips have a dry feeling to them, the velvet gives it the same look with a more hydrated feel!",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful and creamy
I love a good neutral lip color that I can use with any look. This color is just that! The formula is really creamy and applies very smoothly. I like that it does not dry out or become too cakey. For me, the color is just a bit too light but I paired it with a darker lip liner and it is perfect! It can be worn for a day look or on a night out. It does not dry up or make your lips look dry in any way. It is a versatile shade with an amazing formula. Would definitely recommend!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love it!!
I had never tried any of her products before, but I'm so glad I got the chance to. Went on smoothly and lasted a long time. Didn't crease at all. Definitely would recommend to others!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful lip kit!
This kit contains a lipstick and a lip liner in the same tone (Charm). Has a beautiful packaging, both are easy to apply, the liner is super smooth and doesn't hurt the lip when applied. In addition, the color is beautiful and stays for a long time. I had previously tried other products from the brand and they didn't seem so good to me, but I definitely recommend this product!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love this color
This was such a beautiful color and wonderful gift from influenster. My mom used it and she loved it. I will buy it in the future.",kylie cosmetics,positive
Velvet Liquid Lipstick,"really pretty
I got the party girl color. It is a really pretty bright pink. It is not a color that I would normally pick for myself, I feel like it wasn't the right color for my skin tone. It is a very nice kit though. The liner goes on smooth and silky and the gloss isn't sticky and gloopy like some others I have tried. I tried just the lip liner by itself, and the gloss by itself, and then followed the directions and did both of them together and I liked it all 3 ways. Very versatile. I would reccomend to anyone, and I liked it enough that I am going to purchase a shade that I like better for myself! 10/10",kylie cosmetics,positive
Velvet Liquid Lipstick,"posie k lip !
I like that this product easy applies on and it become’s Matte . loving the color it’s so cute .",kylie cosmetics,positive
Velvet Liquid Lipstick,"lusciously creamy
Love that this has both a liner and a liquid lipstick, the color bare is a beautiful nude. This duo has a long wear and matte finish. I feel my lips are moisturized and almost plump. Gorgeous color!",kylie cosmetics,positive
Velvet Liquid Lipstick,"so smooth!
i absolutely love this lipstick, it goes on smooth and makes my lips look so soft , and i have very chapped lips all of the time . i got the shade “bare” and i’m so happy with it , it’s a very pretty - natural color!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love it!
Need it. Gotta have it. Love it!! Very easy and smooth to put on. Makes my lips look luscious. I've never tried this brand before and I'm thankful for getting this complimentary in exchange of a review. I definitely will look into buying this!",kylie cosmetics,positive
Velvet Liquid Lipstick,"red velvet kylie lip kit
Simple cute packaging. The liner has quality pigment and the color glides on easily. It has a great bright color and I would definitely be open to trying other shades.",kylie cosmetics,positive
Velvet Liquid Lipstick,"super duper creamy!!
I love how creamy and hydrating the formula is on the lips and it feels like you're wearing a lip balm. I also love the color, it is very nude.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love it!!
The lip liner it’s super cute and smooth! The liquid lipstick it’s super pretty and easy to use! The color it’s super pretty too!",kylie cosmetics,positive
Velvet Liquid Lipstick,"best lip kit
My favorite of her lip kits ever. The formula is so lightweight but still creamy. Extremely long lasting and the most gorgeous color. Gives “my lips but better”",kylie cosmetics,positive
Velvet Liquid Lipstick,"love it
The pigment is good and the color is awesome the combination with the lip liner is so cute and you can get a beautiful result

",kylie cosmetics,positive
Velvet Liquid Lipstick,"
I absolutely love it it’s super pigmented slides on fine and stay on and the lip liner is magic I just love the color so much",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty color
The pencil glides on so smooth and the color is really pretty. It reminds me of quite a few of the NYX products. I feel like it’s pretty pigmented and provides even coverage. The pencil and liquid lipstick are an accurate match. I don’t wear pink much in the winter but can’t wait to wear this in the spring.",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful lip kit
I have so many lip kits from Kylie cosmetics but didn’t have this one. I am so happy Influenster sent me this color. This is so beautiful on my skin tone. Smooth and beautiful absolutely love it.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love!!
Omg I’m so obsessed with Kylie lipstick! Honestly it smells so good and it’s so matte! I literally love the color I received it goes so good on me I’m so excited !!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"loving the new nude pink and formula!
As soon as I swatched this liquid lip I knew this would be my new go to lippie. The shade is the perfect nude pink and the liner that it comes with has a beautiful neutral tone for a solid lip contour. The lip liner took quite a bit of effort to remove which is a win in my books! Excited to try other shades from this line!",kylie cosmetics,positive
Velvet Liquid Lipstick,"product favorite
The first time I tried a Kylie product, it officially became one of my favorite lip products. It is long-lasting and the color is beautiful. I recommend it, it's an excellent option for New Year's gifts",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful duo
It was my first time trying Kylie cosmetics and I was super impressed! The pencil is creamy, pigmented and applied smoothly. This was such a beautiful shade ",kylie cosmetics,positive
Velvet Liquid Lipstick,"beautiful color.
The color is beautiful. I like how the liner glided easily on my lips. I also liked how easy it was to apply the lipstick. Although I really loved the product I don’t think it suits me. I will definitely be buying a different color since I loved the product so much.",kylie cosmetics,positive
Velvet Liquid Lipstick,"really good!
I absolutely love the lip liner! It goes on oh so smooth! And the lipstick lasts longer than any other brand I’ve tried. It doesn’t dry out my lips like other brands. Even though I received this product in the cold month of December when my lips tend to dry and chap more easily it was still a great addition to my collection. Overall, I am in love with this product and color! Only con is that the color was transferred to drinking glass and straw when drinking. I do recommend.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great products!
This lip liner and liquid lipstick are great! Long lasting formulas and the color is beautiful! Would definitely recommend it to everyone.",kylie cosmetics,positive
Velvet Liquid Lipstick,"buttery creamy hydrating fairly long lasting
My title kind of says it all. The formula smells yummy like cake. It goes on so smooth and soft and creamy. It’s semi matte but lips feel very hydrated. I’m always impressed when I use Kyle’s lip line and I forget and then I use it again and I’m reminded how great it is! Now the color- Party Girl.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great!
i was super excited to get this in the mail, and it’s the perfect nude color too that I like. Formula is good, i’ve tried kylie lipsticks before",kylie cosmetics,positive
Velvet Liquid Lipstick,"soooo pretty
I received this one today?and I cannot wait to try it. The color is sooooo pretty. It is a soft rose color. Very silk and bright. So pretty?",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie cosmetics velvet lip kit- bare
This lip kit is my absolute favorite! I received the shade Bare, and it was a perfect Neutral to go with everything. It lasted most of the day throughout Christmas!",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice color
this color is gorgeous the lipliner is smooth and glides on with ease. the top gloss is drying and settles into the lines and creases of the lips. almost perfect!",kylie cosmetics,positive
Velvet Liquid Lipstick,"the best lipstick ever
Omg I’m so in love and glad , thank you @Influenster the best liquid lipstick I’ve ever try. The tone is Harmony (pink) perfect for bronzed skin … The quality is good, the price accesible.",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing !!
I love the color . I love the pencil . It makes everything so easy. I am in love with this lipstick . I will definitely recommend",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing formula!!!!!
Kylie cosmetics has the nicest and comfortable formula for their liquid lipsticks… they are long lasting and have no scent…the kit comes with a lip liner that matches perfectly with the liquid lipstick color…. There are wide range of nudes to reds to choose from I have a quite few and now I have the shade charm to add to my collection… thank you influenster for letting me review something I really love and recommend 100%….",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing
It is the perfect color! It’s so smooth and smells so good. Great pigment and leaves your lips looking beautiful. Definitely buying the rest!",kylie cosmetics,positive
Velvet Liquid Lipstick,"dreamy
The pencil it’s so smooth and buttery! I love this duo and how pigmented it is! I love to have matte lips but I have dry lips so the matte lipsticks makes mi lips dryer and I don’t like how they feel, BUT THIS IS MAGIC! It is matte but without the dryness! Love love love!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love this
it for sure lives to its velvet name, but i know kylie always says it works best to line and fill in your lips with the lip liner before the liquid lip, which after my first lip kit doing that, i do it every time i wear liquid lip stick. you’ll get best velvet/in general results if you do it like that. it’ll last longer/better and look nicer anyways!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love!
I didn't expect to love this as much as I did since it's such a vibrant color for me, but the pigmentation is great, and I didn't feel like I needed a lot for it to cover my whole lip. I was really excited to try it, so I put some on without any other makeup just to see if it's good.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the color!
I ussually wear nude and berry colored lipsticks and this is just perfect for me! Velvet texture is great this winter. I never tried kylie liptsick before but I was so excited it comes with lip liner. hope it has gold staying power",kylie cosmetics,positive
Velvet Liquid Lipstick,"such a vibrant color!
I’ve heard mixed reviews on Kylie’s line but these lip products are fantastic! This pink color is so bold and vibrant. Really stays on well, too. It’s a little too bright to wear regularly which is my only complaint. Otherwise I’d love to try the more subtle colors as the product itself is great quality.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love velvet liquid lipstick
I love her velvet liquid lipstick wish she has more colors!",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing color
I absolutely love this product in “say no more”! Amazing coverage and color pay off. It stays on all day long without moving or smudging. The lip liner is soft and easy to apply. Highly recommend",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the color & way it looks on my lips
This is my first Kylie cosmetics product and I was really excited about the color because it’s really out there. I love that it’s velvet finish because I thought most of her products were matte and I love the way this looks on my lips because I’m more of a satin or velvet Lip type of girl. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"creamy
glides on so easily and can’t even feel it on the lips. did have to reapply lip liner throughout the day but overall amazing lippie",kylie cosmetics,positive
Velvet Liquid Lipstick,"absolutely gorgeous product by kylie jenner
Love the lips, love the smell, love the feel, love the long lasting effect, love absolutely everything about this duo. pencil so soft and smooth, applies and contours my lips and the belvet lipstick is fantastic! Absolutely recommend! 100% YES!!!",kylie cosmetics,positive
Velvet Liquid Lipstick,"love
What a happy mail day! I can't say enough wonderful things about the Kylie cosmetics velvet lip kit, It goes on very smoothly and it lasts all day! The colors are very rich in pigment and absolutely stunning! Thank you @kyliecosmetics @influenster #kyliecosmetics #saynomore #influenster ??",kylie cosmetics,positive
Velvet Liquid Lipstick,"love it
Super smooth, light smell, beautiful color and stay really for a long in my lips! Amazing package. I love the color! Thank you!",kylie cosmetics,positive
Velvet Liquid Lipstick,"my favorite kind of pink ??
The lipstick feels so good on my lips. Not cakey at all. I’m just so in love with the bright pink. Such a beautiful color! Totally recommend!",kylie cosmetics,positive
Velvet Liquid Lipstick,"really great
I thought this was an overhyped beauty product but this is amazing! It dries down so light on the lips and doesn't feel like a film of gloss or heavy. The color may not be for me but I would definitely try out other colors because I really enjoy the formula, it lasted a whole night of drinking so that's also really nice.",kylie cosmetics,positive
Velvet Liquid Lipstick,"matte love
Perfect matte lipstick that’s not dry and looks absolutely gorgeous. Color is so bright and pretty. Kylie definitely did good with her lip line.",kylie cosmetics,positive
Velvet Liquid Lipstick,"lip liner
Lip liner could use a redesign so you get more for your money! You waste a lot sharpening it!",kylie cosmetics,positive
Velvet Liquid Lipstick,"the best lipkits
The formular is so smooth and lightweight. The lipliner glides on effortlessly and the liquid lipstick holds up to 8 hours. Definitely recommend the velvet lipkits !

",kylie cosmetics,positive
Velvet Liquid Lipstick,"definitely better
The velvet formula is definitely better than the matte. It’s very comfortable and I actually like the color on me. I know it doesn’t go with my ugly sweater but I was excited to try it lol the color payoff is there, one swipe does the job. It doesn’t settle in my cracks and it feel very comfy on the lips.",kylie cosmetics,positive
Velvet Liquid Lipstick,"so flattering!
I absolutely loved the formula of the lip liner specifically! I wasn’t sure what the velvet texture would be like but it stayed throughout a family dinner. Definitely recommend!",kylie cosmetics,positive
Velvet Liquid Lipstick,"buttery soft love the kylie lip kit !
I was so excited when I opened the box and it was a kylie lip kit! And even more excited when I tried the formula and it was so buttery soft and smelled amazing ! The only one thing I would say is that it didn’t dry matte and didn’t last long !",kylie cosmetics,positive
Velvet Liquid Lipstick,"great!
I was super excited to receive this product! I haven’t tried a Kylie lip product since it’s first launch so I’m excited to check out how the formula has changed it wasn’t drying at all in my lips and this is actually my favorite lip color to wear!",kylie cosmetics,positive
Velvet Liquid Lipstick,"dreamy
This lip kit is truly dreamy! Definitely one of my favorites I get compliments every time I use it! Love the color matches mostly everything",kylie cosmetics,positive
Velvet Liquid Lipstick,"my fault!
I love Kylie lip kits. I have so so many. My favorites. The reason for 4 stars is because the color was a little off from What I thought. It’s no fault of yours but mine. It didn’t look too good on me. I’d love some new colors.",kylie cosmetics,positive
Velvet Liquid Lipstick,"lasts a long time, durable
I brought this product 2 weeks ago it arrived on time, bit over pricy but does its job.",kylie cosmetics,positive
Velvet Liquid Lipstick,"first kit but not the last!
This is the first time using velvet lipstick. It easily glides on and is perfect for a little glossy lips.

",kylie cosmetics,positive
Velvet Liquid Lipstick,"great work crew!
Its a great product honestly, wish I had more of. Great work to everyone from the warehouse to the assembly line.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great kit
I like the color it's so cool, it was even better than the pictures",kylie cosmetics,positive
Velvet Liquid Lipstick,"i like the pencil but not the lipstick
The pencil is gorgeous, stays all day long and has a great texture. But lipstick made my lips look dry which is a big disadvantage for me. I’m still using the pencil almost everyday and it lasts long, planning to buy a new one after I finish this.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great lip liner
Great lip liner and color! It is a tad bit light for my preference but overall would be a great natural color on someone who is lighter skin (I am more tan)

",kylie cosmetics,positive
Velvet Liquid Lipstick,"good lip kit product
The lip liner is great. The lipstick is slightly heavy for me. They are both nice colours and a nice texture.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great product in a different color
I loved the lipgloss and the liner however the color wasn’t a great match for me. I would try again in a different shade. I also think this would look good on a different skin tone! I thought both of the products were long lasting and the gloss was not sticky",kylie cosmetics,positive
Velvet Liquid Lipstick,"smooth as butter
i used it and it feels so smooth....easy to use...

",kylie cosmetics,positive
Velvet Liquid Lipstick,"amazing lip liner
A little drying for the matte lipstick but impressed with the lip liner. I'll definitely buy a separate one. Love the color and consistency!",kylie cosmetics,positive
Velvet Liquid Lipstick,"perfect color
I have never used Kylie Cosmetics before! I liked the color, it hydrates the lips but it doesn't last long. In a few hours need to reapply again.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good, just one thing…
The only reason I cannot give this 5 stars is because, FOR ME, it dries out my lips. I love the pigmentation. I love the fact that it will probably never come off, I love the matching pencil. I love the brand and packaging. I can only warn that for some reason, I cannot use it without COATING my lips in chapstick. If I want a matte lip, the chapstick ruins that. Could be a sensitivity for me, but just as a note :)",kylie cosmetics,neutral
Velvet Liquid Lipstick,"matte dual liner & liquid lips
Not the exact shade I wanted but will will for my high maintain to come back",kylie cosmetics,neutral
Velvet Liquid Lipstick,"nice color
The color is nice but it doesn’t last long on my lips.",kylie cosmetics,negative
Velvet Liquid Lipstick,"love it, but not what it used to be
Huge fan of all lip kits. This color ""bare"" is perfection and my everyday color. I'm obsessed with the velvet texture because it's lasts but isn't drying. However the newer formula is more dry and matte than it used to be. So now I wear it with a gloss.",kylie cosmetics,positive
Velvet Liquid Lipstick,"we love kylie!
I love the lipgloss to wear on its own but It really stays on when applied over the lip liner. A super neutral tone that is good for any time. The only reason I am not giving 5 stars is because the liner doesn’t come with any instructions on how to sharpen for more product or a sharper to do so.",kylie cosmetics,positive
Velvet Liquid Lipstick,"easy to use with great color payoff!
The lip liner glides on smoothly and the formula of the lipstick is lightweight and creamy. You may need to reapply during the day but overall a good product",kylie cosmetics,positive
Velvet Liquid Lipstick,"its beautiful!!
I loved trying this out! The shade posie k is beautiful! The packaging is adorable but the only down side is that it is quite drying. Ill give it a 4/5 :)",kylie cosmetics,positive
Velvet Liquid Lipstick,"drying
the color that i was sent was not the best shade for my skin tone. the formula of the product was kind of dry and emphasized my lip texture. looked good with gloss on top.",kylie cosmetics,negative
Velvet Liquid Lipstick,"creamy
It has a great velvet creamy feel but the color wasn’t for me the lip liner went on smooth also. I received this product in exchange for my honest review",kylie cosmetics,positive
Velvet Liquid Lipstick,"surprisingly great product
I must say that I wasn’t too sure what to think of the color and the Kylie kit in general. I quite liked it and felt that the color while a little too pink looked good on me. The color was long lasting and I liked the feel of the lip color.",kylie cosmetics,positive
Velvet Liquid Lipstick,"this was a hit!
What a great product! Let’s start with the vibrancy of this combo! 10/10, definitely recommend! It’s not drying at all and it almost feels buttery on the lips while still maintaining it’s matte. Its not a product that lasts all day, but they can take my monies!",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty good kit
The kit includes a demi-matte liquid lipstick that doesn't dry out the lips and the color stays on pretty well. A lip liner is also included and it was nothing special but got the job done. I liked the color as well!",kylie cosmetics,positive
Velvet Liquid Lipstick,"over rated
This lip kit was all the rage when it first came out but I think there are now better products out there.",kylie cosmetics,positive
Velvet Liquid Lipstick,"my new go too!
This was my first time trying a Kylie product and I’m very happy. This lipstick goes on so nicely. It gives my lips a nice even color and doesn’t feel heavy, cakey or sticky. The color is a lot pinker than I wear but it has a nice natural color on my lips.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great product not so great color
I loved the formula and lasting power of this lip kit. The liner goes on smooth and the matte isn’t drying. However this color really is for someone who has more fair skin than me.",kylie cosmetics,positive
Velvet Liquid Lipstick,"it's ok.
The colors are great. The liner and lipstick goes on smooth and looks great. It fells good on your lips and after a few hours it still looked nice but I had to reapply.",kylie cosmetics,neutral
Velvet Liquid Lipstick,"formula is good color was bad
The color did not suit me but the lip liner was so smooth and the lipstick was not drying despite matte. I would try this product again in a different color.",kylie cosmetics,negative
Velvet Liquid Lipstick,"good
Nice liquid lipstick. It is drying, but wear time was good. Lip liner was creamy and had nice application. If you like bright colors, this one is a fun pop.",kylie cosmetics,positive
Velvet Liquid Lipstick,"bright!.
I have never used one of kylie's lipkits before but I was pleasantly surprised! This color however was a bit bright for the winter and this time of the year with my skintone. It seemed to go on easily and lasts a long time.",kylie cosmetics,positive
Velvet Liquid Lipstick,"bold statement
I absolutely love this lippie and lip liner duo! It’s refreshingly so convenient to have both. The formula is comfortable, and although it is matte, it doesn’t leave that dried up, crumbly feel when it dries. The matte lipstick smells amazing, almost like a cupcake. This lip liner is buttery smooth and glides with such precision and perfection. They both compliment each other. The color is definitely bold, so if you’re going for an every day look, this might be a little much. This would be perfect for a date night, or just a night out in the town. Definitely transfer-proof!",kylie cosmetics,positive
Velvet Liquid Lipstick,"very pigmented!
Now, the color didnt end up being the best for me but its very pigmented which is very nice. A little goes a long way. I woupd be open to buying some of the other colors",kylie cosmetics,positive
Velvet Liquid Lipstick,"kylie lip kit
I was pleasantly surprised by this product. The application was very easy and felt great on my lips. It didn’t feel dry at all and lasted very long in my lips. I would definitely recommend.",kylie cosmetics,positive
Velvet Liquid Lipstick,"matte but not drying and super velvety
Matte but not drying and super velvety. I loved this version of her kits. I already own 8 other ones. I loved it because it had a matte looks but wasn’t drying and didn’t crumble and cake up so it makes it super easy to reapply. Left my lips feeling nourished and not dried out. And the lip liners are one of the best on the market as they are super pigmented, long lasting and creamy. Definitely would repurchase",kylie cosmetics,positive
Velvet Liquid Lipstick,"good kit not so flattering
To start off the feel and wear time of the lip kit was great and I have no complaints there. The only thing is that on my skin tone this color reads a little 80s and it feels more like a costume lip color than an everyday wear. I'll probably buy this kit in another shade because I really do enjoy how it doesn't feel tight or drying on the lips.",kylie cosmetics,positive
Velvet Liquid Lipstick,"ok
I really liked it. It’s a semi matte . I just wouldn’t re-purchase it because I found out that semi mattes don’t fit my lifestyle",kylie cosmetics,positive
Velvet Liquid Lipstick,"the color was what i thought
The product is great. But it’s more of a brownish bare not a peachy bare. Pictures don’t do it justice but I still love the product! I mixed the lip color with my peachy bear and absolutely loved the outcome. It lasted two whole days!

",kylie cosmetics,positive
Velvet Liquid Lipstick,"bare
I received the Kylie Cosmetics Lip Kit in the color Bare, and it definitely lived up to its color name. I think a different color would have given me a better chance to review the kit, since it was hard to tell that I even had it on. The nude color blended right in t to my lip color. It was easy to apply and felt nice on my lips. I love that it wasn’t sticky. I just wish I could have seen it better so I knew how well it stayed on.",kylie cosmetics,positive
Velvet Liquid Lipstick,"it make my lips is dry
The packaging is so lovely. There was a faint vanilla scent when I opened the lipstick and applied it on my lips. I think my face skin doesn't like this color because it becomes more yellow when I applied it (I'm Asian), maybe this lipstick is suitable for those of people with lighter skin tone or makeup.",kylie cosmetics,positive
Velvet Liquid Lipstick,"really great red lip
I was a little hesitant to try this lip kit for a night out. I have a double lip line so I’m very loyal to my current red lipstick BUT this lip kit exceeded my expectations! It didn’t make my lips feel dry at all. In fact, I forgot I even had it on. The weight of it is comparable to the lime crime plushies (a liiiitle heavier than them) and the color lasts a long time - it didn’t even smudge after eating. I’d repurchase for sure!",kylie cosmetics,positive
Velvet Liquid Lipstick,"almost perfect!
I really loved how smooth both of these applied. I was most thrilled with the liner I would purchase many of them. My only issue with the lipstick is my lips did get a bit dry however the lip did last several hours which I appreciate",kylie cosmetics,positive
Velvet Liquid Lipstick,"great
I have seen the Kylie Jenner lip kits since 2016 but I have never purchased one myself. So I was super excited to try this product. I got it in the shade Posie K and the shade is amazing. I love that the kit comes ?with both a lip liner and the actual lipstick. I definitely will be using this in my makeup up routines.",kylie cosmetics,positive
Velvet Liquid Lipstick,"great product, color a little weird
I think the lip kit is overall a great product. I love how it feels, how well it stays on, how the two products compliment each other. I just wasn’t a huge fan of the color.

",kylie cosmetics,positive
Velvet Liquid Lipstick,"fermin’ fancy
Well. This was an exciting product to receive but it came at a time when I really didn’t need to wear a bright red fancy lip color to anything anytime soon. It took me awhile to actually try the product because of this. I mean, I could have put it on for work but that’s not a vibe I typically go for in the office or on Zoom calls. ",kylie cosmetics,positive
Velvet Liquid Lipstick,"gorgeous!
Beautiful red color that lasted all day! I loved how smoothly it glided on and how easy it was to apply. Highly recommend! I also loved the packaging! Thank you Kylie cosmetics",kylie cosmetics,positive
Velvet Liquid Lipstick,"makes my lips look super full
The biggest thing I noticed is that this product makes my lips look super full! The color I got didn’t look great in my skin but they have so many other selections that I’ll be trying them out again for sure! It also lasts all night which was great!

",kylie cosmetics,positive
Velvet Liquid Lipstick,"it’s alright
I love the lip liner. The color is very vibrant and a good match with the lip color. Lip color is also velvety going on and color is super cut. But after it dries down my lips feel stiff and dry. And after removing it my lips are super dry, need tons of lip balms",kylie cosmetics,positive
Velvet Liquid Lipstick,"moust pigmented lip kit
Such a liquid formula and the color is absolutely beautiful!!! love lipstick and lip products but am new to lipliner as I never know how to match shades. I'm so glad KYLIE has these liners and lipsticks! This liner is super easy to apply. Both products were pleasant to apply, they last long time and smells amazing. Definitely recommend to my friends.",kylie cosmetics,positive
Velvet Liquid Lipstick,"good quality, color not for me
Honestly I would have loved this so much more if it was a different color. Didn’t love this color on me, but maybe could be fun for a night out. The quality of this lip kit surprised me! It stayed on alllll night, even after I had dinner. It did come off on my straw, but didn’t smear on my lips",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice lipstick
This lipstick is good, but not great. The color of the lipstick was beautiful. The formula is really good for application, with nice pigmentation. But when it dried, it felt a bit crumbly and uncomfortable, and felt like the coverage wouldn’t last long.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the color!
I love the color Posie K. It is the perfect color for anyone’s lips. The formula is much better than it used to be but I would say it is a tiny bit drying. I would buy again though.",kylie cosmetics,positive
Velvet Liquid Lipstick,"nice!
This lip kit was very nice the color not so much not a big fan of pink lipstick. Other then the color the lip liner is so nice and smooth the application is amazing. The lipstick was also very nice to apply too.",kylie cosmetics,positive
Velvet Liquid Lipstick,"love the formula, maybe a differnet shade
the velvet lip kits have SUCH a nice formula!! pros - goes on smooth, pigmented & doesn't feel drying at all!! cons - smudges kind of easily. this shade was a little too warm for me (i'm cool toned & the red velvet shade is a warm red, kind of red-orangey) but i think in a different shade, i'll love it! will probably be purchasing a cool toned lip kit soon :)",kylie cosmetics,positive
Velvet Liquid Lipstick,"pretty good lip product
I was not a total fan of the color I received, but I think that is because it is pinker on me than I thought. I love the lip pencil though, and it will be a new staple of mine. The texture of the lipstick was odd, but other than that, I would give it a 7/10. It wore well during the day but I had to reapply once",kylie cosmetics,positive
Velvet Liquid Lipstick,"get it!!
I love this lip kit! It’s so smooth, it lasts all day, it doesn’t smudge.. i don’t know what else you need. And the best part it comes in a variety of colors.",kylie cosmetics,positive
