product,comments,website,Label,sentiment
kylie Highlighter,"kylie cosmetic -ice ich war sehr überrascht , da produkt schnell zu bekommen . einfache und leichte textur . e riecht lecker . ich liebe dich . vielen dank , das sie den produkttest gemacht haben . wonderful da ist produkt .",kylie cosmetics,positive,1
kylie Highlighter,"really pigmented never really pigmented never use much , mine still load left . thing order america ca n't rate product availability !",kylie cosmetics,positive,0
kylie Highlighter,okay brought highlighter thought would good used face didnt show face stop using,kylie cosmetics,positive,1
kylie Highlighter,"super bold color , super bold color , illuminating beautiful . love smooth application blendable color brand . super worth getting",kylie cosmetics,positive,1
kylie Highlighter,"love , beautiful glow ! great product , described . highly recommend .",kylie cosmetics,positive,1
kylie Highlighter,really beautiful love really beautiful love fade long lasting beautiful tone nice good quality product !,kylie cosmetics,positive,1
kylie Highlighter,'ve went ulta 've went ulta got sample amazing product ! 'm always different product try send sampler makeup kit 'll review < 3 < 3 # # sample,kylie cosmetics,positive,1
kylie Highlighter,love product love product resoul amazing . prefered illuminated always . never change product,kylie cosmetics,positive,1
kylie Highlighter,"1000 % would recommend smooth application , great shimmer last day make whole makeup look pop , whether goal look fancy casual",kylie cosmetics,positive,1
kylie Highlighter,love product love product fair complexion ! go gently subtle glow intense . n't emphasize texture like lot powder highlight .,kylie cosmetics,positive,1
kylie Highlighter,"absolutely love kylie cosmetic , absolutely love kylie cosmetic , beautiful packaging , look amazing skin . lot product love everyone .",kylie cosmetics,positive,1
kylie Highlighter,"subtle product , lot color shine long wear . 'm love brushy pink tone princess color well !",kylie cosmetics,positive,1
kylie Highlighter,super bright highlighter . super bright highlighter . 's got creamy powder formula applies blend beautifully . pale golden undertone compliment skin tone . 's ideal everyday highlighter . 's number 1 highlighter 's definitely top 5. would definitely recommend .,kylie cosmetics,positive,1
kylie Highlighter,love love love love love love highlighter powder ! 's soo cute leaf exact look 'm wanting ! definitely recommend .,kylie cosmetics,positive,1
kylie Highlighter,love ! pigmented love ! pigmented smooth application . really make shine pop ! little pricey though .,kylie cosmetics,positive,1
kylie Highlighter,incroyable franchement foncez . il incroyable franchement foncez . il est très pailleté il un fini irisé et sans transfert . sublime ! si vous recherchez un produit peu pailleté et naturel allez voir autre part . la teinte un reflet froid que j'adore je pense que je le rachèterai !,kylie cosmetics,positive,0
kylie Highlighter,beautiful medium brownskin highlighter beautiful !,kylie cosmetics,positive,1
kylie Highlighter,"'s incredible product 's incredible product 'm satisfied , recommend . everyone try certainly regret",kylie cosmetics,positive,1
kylie Highlighter,color gorgeous color gorgeous last hour ! its easy apply doesnt make mess . dry combination skin skin love . get many compliment every time wear . love kylies product . would def buy would tell friend .,kylie cosmetics,positive,1
kylie Highlighter,im obsessed im obsessed product . matter see buy love make look amazing !,kylie cosmetics,positive,1
kylie Highlighter,"love love kylie 's product since launched first lipstick , kylie highlighter wonderful , really beautiful , contrast look face club shine every time love face think something super super cute would go well absolutely everything makeup . love , love , love , ca n't say anything kylie 's brand , 's really amazing .",kylie cosmetics,positive,1
kylie Highlighter,love highlighter love highlighter ! give glow need stay long time truly recommend highlighter,kylie cosmetics,positive,1
kylie Highlighter,"love color love color highlight . look amazing skin . using kylie highlighter year im never dissatisfied . recommend youre looking bright , shimmery , natural glow .",kylie cosmetics,positive,1
kylie Highlighter,"really liked really liked product ! think price range perfect good quality highlighter , didnt sink texture like highlight seem . would repurchase ! !",kylie cosmetics,positive,1
kylie Highlighter,really love illuminating really love illuminating powder ! make skin look pretty love salted caramel one really love make face look rate 10 / 10 ! ! ! would buy keep routine sure ! ! ! wish smell !,kylie cosmetics,positive,1
kylie Highlighter,shiny blend shiny blend skin seamlessly ! always get many compliment wear ! would recommend . ?,kylie cosmetics,positive,1
kylie Highlighter,"really give really give princess look simple touch , peachy shiny kind highligter , easy apply better brush , bend well",kylie cosmetics,positive,1
kylie Highlighter,highlighter extremely highlighter extremely creamy super smooth ! go like butter ! ! last day look gray ! extremely pigmented ! ! product worth buy keep buying,kylie cosmetics,positive,1
kylie Highlighter,loved product ! loved product ! fierce pigment easily applied blended . one favorite highlighter tried lot,kylie cosmetics,positive,1
kylie Highlighter,love love love love love love highlighter ! color looked amazing skin tone product made look glossy summer time used !,kylie cosmetics,positive,1
kylie Highlighter,love kylighter love kylighter come one shade thats amazing love shimmer love product,kylie cosmetics,positive,1
kylie Highlighter,"product product pretty applies buttery smooth , like spray highlighting brush little setting spray apply make high point face really pop !",kylie cosmetics,positive,1
kylie Highlighter,pretty absolutely pretty absolutely love much . color amazing pigment unreal . its pricey good highlighter . would definitely recommend . go buy,kylie cosmetics,positive,1
kylie Highlighter,"love ! love ! isnt bright make look oily , make sure dont overdo ( highlighter ) look like its much . its really pigmented would definitely buy ! kylie cosmetic",kylie cosmetics,positive,1
kylie Highlighter,je l'adore . c'est un je l'adore . c'est un produit super avec un packaging aussi très jolie . je l'ai acheté londres et j'en suis ravie .,kylie cosmetics,positive,1
kylie Highlighter,illuminating highlighter illuminating highlighter awesome . super bright powder consistency glide smoothly . ill definitely buy !,kylie cosmetics,positive,1
kylie Highlighter,love product love product formula rich definitely sits well skin . im darker girl doesnt look ashy,kylie cosmetics,positive,1
kylie Highlighter,im absolutely obsessed ? ? name cute plush,kylie cosmetics,positive,1
kylie Highlighter,beautiful color . minimal sparkle . beautiful color . minimal sparkle . highly recommend price u wouldnt think its great !,kylie cosmetics,positive,1
kylie Highlighter,great work nice great work nice different color easy apply blend match many different skin tone shiny radiant,kylie cosmetics,positive,1
kylie Highlighter,honestly love honestly love highlighter . use almost everyday become staple makeup routine . blend blush perfectly . dry skin n't look powdery . would buy heartbeat .,kylie cosmetics,positive,1
kylie Highlighter,love kylie love kylie cosmetic illuminating powder . go nicely easy apply . dont use much get great look . also love many option shade two . would definitely buy . ?,kylie cosmetics,positive,1
kylie Highlighter,im light im light fair side color work good champagne side im fan super sparkly highlighter wet look,kylie cosmetics,positive,1
kylie Highlighter,"kylie cosmetic kyle lighter kylie cosmetic kyle lighter illuminating powder- nice soft color , little pricy felt quality . packaging n't favorite",kylie cosmetics,positive,1
kylie Highlighter,definitely didnt think definitely didnt think going like its easily become one favorite . give beautiful natural looking glow without showing texture use almost every single day !,kylie cosmetics,positive,1
kylie Highlighter,"love kylighter , love kylighter , really make face appear illuminating nice yellow/gold undertone . use often ! plus anything made kylie always amazing ! recommend product !",kylie cosmetics,positive,1
kylie Highlighter,"favorite favorite highlighter ! brings nice shimmer face honestly look stunning . also compared highlighter , wasnt expensive !",kylie cosmetics,positive,1
kylie Highlighter,"highlighter beautiful ! highlighter beautiful ! applies beautifully , stay quite , ab formula good ! highlight isnt overloaded glitter particle , would recommend .",kylie cosmetics,positive,1
kylie Highlighter,"really love really love product . nice packaging , product fall out/apart , applies smoothly , stay day . love shimmery finish right amount shine highlight face . would definitely recommend others !",kylie cosmetics,positive,1
kylie Highlighter,shade highlighter shade highlighter light look icy. love winter month skin lighter : ),kylie cosmetics,positive,1
kylie Highlighter,bright pretty . bright pretty . packaging cute highlighter even cuter . favorite go highlighter . long lasting color amazing . would definitely purchase ! !,kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . easy apply pressed get every . highlight amazing shining bright like diamond,kylie cosmetics,positive,1
kylie Highlighter,omg its buttery omg its buttery love always go highlighter .. ill love try shade well,kylie cosmetics,positive,1
kylie Highlighter,love kylighter love kylighter . go smoothly glow real . blend really well also use shadow make eye pop ! think its totally worth money id buy !,kylie cosmetics,positive,1
kylie Highlighter,love sunday brunch love sunday brunch shade ! fave kylie highlighter ! its easy blend love product exactly ! wear long stay love ! would def buy yes ! yes would recommend others !,kylie cosmetics,positive,1
kylie Highlighter,"10/10 absolutely amazing , 10/10 absolutely amazing , use every day . bit setting spray stayed day come needed . could improved bit stronger pigment . would 1000 % buy product .",kylie cosmetics,positive,1
kylie Highlighter,absolutely loved kylie absolutely loved kylie cosmetic kylighter illuminating powder . best highlight personally ever used . extremely happy result one highlighter lasted forever mine bit champagne undertone gorgeous . would definitely buy !,kylie cosmetics,positive,1
kylie Highlighter,package cute love package cute love nice look face give soft glow face,kylie cosmetics,positive,1
kylie Highlighter,made skin made skin glowy totally changed makeup game ! use product everyday !,kylie cosmetics,positive,0
kylie Highlighter,surprisingly impressed surprisingly impressed product . wasnt expecting like much . really smoothing really pretty glow check . im impressed would repurchase .,kylie cosmetics,positive,1
kylie Highlighter,"highlighter beautiful highlighter beautiful go long time ! shade gorgeous wear well light skin tone . ive found work everyday glam look , love versatile",kylie cosmetics,positive,1
kylie Highlighter,"received received gift purchase ulta actually really like ! im kardashian fan , highlighter one top faves ! combination skin highlighter sits smoothly face . would def purchase another run !",kylie cosmetics,positive,1
kylie Highlighter,"literally obsessed literally obsessed makeup product kylie make . however , little know highlighter would world like say wow . use inner corner highlight every single day !",kylie cosmetics,positive,1
kylie Highlighter,"love highlighter ! love highlighter ! love way glow skin , shine yet still look natural . its one favorite highlighter now- would definitely recommend !",kylie cosmetics,positive,1
kylie Highlighter,"go highlighter , go highlighter , literally use everyday . its pale champagne color look stunning every skin tone . shimmery finish doesnt emphasize texture . definitely buying !",kylie cosmetics,positive,1
kylie Highlighter,love highlighter love highlighter eyeshadow look make whole look pop good way give really pretty look . look natural . prefer shade eye area . bring contract shine eye makeup .,kylie cosmetics,positive,1
kylie Highlighter,pretty color pretty color shine . like apply highlighter brush finger . nice soft formula go super smooth . ice pretty light skin warm looking .,kylie cosmetics,positive,1
kylie Highlighter,product amazing product amazing glow much giving . lasted good id recommend product even natural glam look natural go product great .,kylie cosmetics,positive,1
kylie Highlighter,"tolles produkt , nicht zu tolles produkt , nicht zu krass glitzernd , gibt ein mega tolles finish und ein glowy teint",kylie cosmetics,positive,0
kylie Highlighter,shine bright like shine bright like diamond ! adore highlighter kylie cosmetic . give wonderful glow last day long . number one highlighter moment . cant wait try others,kylie cosmetics,positive,1
kylie Highlighter,"n't n't personally , best friend used every time . prettiest glow . love love love",kylie cosmetics,positive,1
kylie Highlighter,loved looked loved looked nice . love final look made feel amazing . great product would buy sure . packaging also super cute love one perfect look skin .,kylie cosmetics,positive,1
kylie Highlighter,kylie kylie cosmetic kailiter illuminating powder love honestly big fan kylies product feel like definitely worth hype money . reference fairly normal skin,kylie cosmetics,positive,1
kylie Highlighter,love love highlighter give beautiful natural looking finish need try . love beautiful shimmering shade . pigmented blend beautifully . long wearing good skin type . love come variety soft beautiful shade would n't love pink packaging . definitely going try different shade !,kylie cosmetics,positive,1
kylie Highlighter,"adore highlighter . adore highlighter . could buried , would ! pigmented ! its insane ! color got princess please stunning pink ! buildable always look gorgeous ! love carrying , its perfect size ! love packaging obviously couldnt cuter ! ! time favorite highlighter !",kylie cosmetics,positive,1
kylie Highlighter,shimmery ! ! love kylies highlighter,kylie cosmetics,positive,1
kylie Highlighter,product gave product gave good highlight lasted . dry skin felt like still worked well .,kylie cosmetics,positive,1
kylie Highlighter,highlighter highlighter use . im love . match skin perfectly give glow want . would definitely recommend others its pigmented,kylie cosmetics,positive,1
kylie Highlighter,latterly amzing count live ought long lasting,kylie cosmetics,positive,0
kylie Highlighter,omg yes million omg yes million time yes 's must amazing love kylie one love highly recommend go get,kylie cosmetics,positive,1
kylie Highlighter,super pigmented . luxurious worth spend .,kylie cosmetics,positive,1
kylie Highlighter,beautiful bright beautiful bright worth purchase . yes 's brand 's great scam . beginner skilled makeup artist .,kylie cosmetics,positive,1
kylie Highlighter,loved ! loved ! loved glowy long last give natural glow wouldnt improve love ! glod tone loved yes would buy,kylie cosmetics,positive,1
kylie Highlighter,used kylies used kylies highlighter cheer darling obsessed . make skin bright fresh . its easy apply easy blend give perfect highlight need . already bought twice .,kylie cosmetics,positive,1
kylie Highlighter,older older highlighter : sunday brunch obsessed ! its right shade make look like im glowing,kylie cosmetics,positive,1
kylie Highlighter,amazing . amazing . soft light face . doesnt make face look dirty rod high liter .,kylie cosmetics,positive,1
kylie Highlighter,love kylie product . one complaint yet ! go kylie ! keep coming baby ! continue spend money .,kylie cosmetics,positive,1
kylie Highlighter,ich liebe diesis produkt ich liebe diesis produkt like im obsessed ! super leicht aufzutragen und die farbe wirkt natürlich der perfekte glow für den sommer,kylie cosmetics,positive,1
kylie Highlighter,beautiful highlighter . beautiful highlighter . new formula lot buttery past powdery product . natural product amazing look .,kylie cosmetics,positive,1
kylie Highlighter,shimmery ! ! love kylies highlighter,kylie cosmetics,positive,1
kylie Highlighter,love product ! ! love product ! ! give perfect glow day day look well night . im always caught stealing sister mine ran amazing,kylie cosmetics,positive,1
kylie Highlighter,best kylie lightener ice kylies lightener best die . beautiful color stand perfectly .,kylie cosmetics,positive,1
kylie Highlighter,love using love using kylie cosmetic highlight . its become go every day . love go every makeup look built dramatic look . improvement would doesnt last day face . would buy though . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,"product work product work nicely . easy apply , great shine . product last easy remove . product great wouldnt anything change . shinny complexion . would recommend others .",kylie cosmetics,positive,1
kylie Highlighter,"besides besides cute love pink , never fail give glow need whole day !",kylie cosmetics,positive,1
kylie Highlighter,one one best highlighter ive used ! champagne undertone ! smooth skin blend able product !,kylie cosmetics,positive,1
kylie Highlighter,love love love ! love love love ! kylie cosmetic always delivers . think packaging super cute color product stunning ! 10 10 opinion !,kylie cosmetics,positive,1
kylie Highlighter,"love , easily love , easily blendable talc-free formula . silky gel-to-powder formula vegan .",kylie cosmetics,positive,1
kylie Highlighter,love highlighter ! love highlighter ! its go doesnt emphasize texture stay day .,kylie cosmetics,positive,1
kylie Highlighter,far far one faves glow immaculate . stunning look day wear night time ! pigment whew chef kiss ! little go long way ! gold speck go soo nice darker complexion,kylie cosmetics,positive,1
kylie Highlighter,"beautiful blinding , beautiful blinding , ! also beautiful eye browbone highlight !",kylie cosmetics,positive,1
kylie Highlighter,highlighter great . highlighter great . kylies product hit miss highlighter good . love shade feel great skin tone,kylie cosmetics,positive,1
kylie Highlighter,"great ! applies easy great ! applies easy pigmented . apply , add setting spray melt inti skin look beautiful ! use client .",kylie cosmetics,positive,1
kylie Highlighter,love highlight love highlight often . pros- pigmented . little bit go long way . bright !,kylie cosmetics,positive,1
kylie Highlighter,highlighter amazing ! highlighter amazing ! use everyday best leaf skin luminous glow ! would definitely reccomend anyone shimmer gorgeous skin . love much !,kylie cosmetics,positive,1
kylie Highlighter,"first first ever product line , love ! use finished make-up routine -- leaf flawless brilliance , without looking like disco ball . little go long way !",kylie cosmetics,positive,1
kylie Highlighter,ice kylighter illuminating powder love love love product . dont need alot,kylie cosmetics,positive,1
kylie Highlighter,"love highlighter ! its love highlighter ! its one go tos im full glam look . blend nicely super pigmented ! like lighter shade highlight since im pale , give good glow without turning ashy grey !",kylie cosmetics,positive,1
kylie Highlighter,"love product , love product , flashy look great skin . champagne undertone beautiful .",kylie cosmetics,positive,1
kylie Highlighter,always look absolutely stunning always look absolutely stunning face . shimmery built . could bit chalky sometimes adding finishing spray fix .,kylie cosmetics,positive,1
kylie Highlighter,love highlighter ! love highlighter ! best beautiful shade . last day n't fade .,kylie cosmetics,positive,1
kylie Highlighter,highlight work amazing highlight work amazing blend perfectly . product pretty pigment beautiful . impressed product recommend everyone . would buy !,kylie cosmetics,positive,1
kylie Highlighter,go go everyday highlighter ! love shimmer sparkle look gorgeous simple bougie make,kylie cosmetics,positive,1
kylie Highlighter,great pigmentation great pigmentation blend beautifully . great shimmery finish . love highlighter much . highly recommend highlighter .,kylie cosmetics,positive,1
kylie Highlighter,"amazing , like amazing , like 10 10 . must say tho highlight wo n't match skin tone . kylie 's highlighter come lot shade color . give glowy overall love love love highlighter . sure fit type people tho .",kylie cosmetics,positive,1
kylie Highlighter,kylie cosmetic never fails kylie cosmetic never fails ! absolutely love beautiful highlighter second packaging ? ! definitely go favorite brand,kylie cosmetics,positive,1
kylie Highlighter,kylie cosmetic kylie cosmetic good cant even explain.yes know 's fall highlighter good cant even explain.i highlighter age 's worked good me.its illuminating powder leaf u natural glow,kylie cosmetics,positive,1
kylie Highlighter,love . love . its pretty go great fair skin tone . doesnt take allot product last day . would definitely recommend product . kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,"its shining ! its its shining ! its right bright face , make shining little , use face , eye , body , kylie always made perfect product definitely perfect , want buy use everyday , cuz theres day cant shine",kylie cosmetics,positive,1
kylie Highlighter,best highlighter best highlighter beautiful ! kind wary kylie cosmetic tried highlighter hooked . 's beautiful highlighter use inner corner highlight nose highlight well . n't tried highlighter definitely .,kylie cosmetics,positive,1
kylie Highlighter,"want want glow , go get highlighter . thought one champagne undertone think work variety skin tone . love pigmentation day want shine bright like diamond ! would definitely buy color try !",kylie cosmetics,positive,1
kylie Highlighter,highlighter one highlighter one best ever tried . luminous skin without leaving annoying white sheen highlighter leave . its long lasting look good base bare skin . would definitely purchase .,kylie cosmetics,positive,1
kylie Highlighter,"soft shimmery . soft shimmery . like noticeable top highlighter , perfect . especially love pale , yellow shade quartz light warm-toned skin ! look natural glam",kylie cosmetics,positive,1
kylie Highlighter,"kylighter really kylighter really nice subtle applied dry . spray highlighter brush setting spray water , really intensifies product , making versatile . really beautiful color selection choose well .",kylie cosmetics,positive,1
kylie Highlighter,literally love product much ! shine literally amazing,kylie cosmetics,positive,1
kylie Highlighter,never owned never owned kylie product always wanted one mostly blush highlighter .,kylie cosmetics,positive,0
kylie Highlighter,"good highlighter ! doesnt good highlighter ! doesnt accentuate pore pigmented ! blush bronzer well would highly recommend well ! ? wish , though , color line !",kylie cosmetics,positive,1
kylie Highlighter,beautiful shine ! beautiful shine ! layer flawlessly foundation & last day ! many amazing shade choose found perfect one go skin tone & feature ! would highly recommend,kylie cosmetics,positive,1
kylie Highlighter,old old packaging amazing . creamy dont people dont like talk much good dose last feel like ?,kylie cosmetics,positive,1
kylie Highlighter,"blinding love way look , however new formula little le sticking old , still work well",kylie cosmetics,positive,1
kylie Highlighter,fair/ ivory fair/ ivory skin highlight perfect . smooth pigmented its staple every day makeup routine love illuminating powder much .,kylie cosmetics,positive,1
kylie Highlighter,smooth ? ? application light smooth ? ? application light skin finish easy blend perfect natural make extravagant look definitely must ! ! ! kylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,"love product . love product . make glowy look beach day . think better natural look . look good combination skin , think would look good others .",kylie cosmetics,positive,1
kylie Highlighter,love lightness love lightness ; doesnt feel heavy applied look day ; would definitely recommend ( :,kylie cosmetics,positive,1
kylie Highlighter,"thought thought gon na overhyped ended really liking ! use good brush , show great skin !",kylie cosmetics,positive,1
kylie Highlighter,one one time favorite shade highlight fair skin think would work variety skin tone,kylie cosmetics,positive,1
kylie Highlighter,"wow . wow . go dinner without using . amazing highlighter . absolutely love . must makeup routine . acne prone skin cause breakout , definitely recommend .",kylie cosmetics,positive,1
kylie Highlighter,love powder highlighter . love powder highlighter . way pretty work skin type . love way applies look .,kylie cosmetics,positive,1
kylie Highlighter,love love love love love love product its one fave highlighting powder glisten glide stay day need carry multiple highlight anymore go buy,kylie cosmetics,positive,1
kylie Highlighter,power highlighter . power highlighter . im scared venture absolutely love one work well skin tone . safe say one use . stay face day sometimes wear alone natural pinky glow . ?,kylie cosmetics,positive,1
kylie Highlighter,vthis one one used highlighter honestly love . last day doesnt make skin look bad . super pigmented sits beautiful skin . totally recommended .,kylie cosmetics,positive,1
kylie Highlighter,favorite favorite highlighter . its perfect inner corner cheek ! its beat shine bright last day !,kylie cosmetics,positive,1
kylie Highlighter,kylies kylighters kylies kylighters first product . really love ! theyre pigmented little go long way . build mor intense glow . dont go chunky love .,kylie cosmetics,positive,1
kylie Highlighter,"kylies new formula kylies new formula amazing ! cute pink packaging along velvety highlighter , make product worth buying .",kylie cosmetics,positive,1
kylie Highlighter,really love really love im looking chunky glitter look con isnt long lasting would improve making long lasting super easy apply would recommend anyone,kylie cosmetics,positive,1
kylie Highlighter,"pretty sparkly . pretty sparkly . grandma showed higlighter loved . pigmented beautiful . good kylie lover , would definitely add collection ! 10/10 recommend",kylie cosmetics,positive,1
kylie Highlighter,highlighter highlighter one 've used lately leaf divine finish . afraid buy like loved ! ! ! far one tried illuminators,kylie cosmetics,positive,1
kylie Highlighter,"# 1 go # 1 go highlighter ! pigmented , go smooth little go long way , long lasting , bought sale impressed , cute pink case appealing well . recommend",kylie cosmetics,positive,1
kylie Highlighter,"love product love product affordable pigmented . its definitely long lasting . love mix highlighter together . champagne , gold , pale pink favorite ! would definitely recommend product others .",kylie cosmetics,positive,1
kylie Highlighter,wanted try wanted try pink highlighter im glad went one ! its girly pink everyday highlight . add tiny bit everyday look also layer full coverage type look !,kylie cosmetics,positive,1
kylie Highlighter,"get ready sparkle get ready sparkle like disco ball bad boy ! soon applied , looked mirror like oh whos ? !  havent looked back since . shimmery , smooth finish , last whole night bartending . love !",kylie cosmetics,positive,1
kylie Highlighter,ice hello ice hello yes please daily highlighter love much definitely recommend look great front camera well,kylie cosmetics,positive,1
kylie Highlighter,got illuminating got illuminating powder christmas . normally use liquid highlight . powder amazing ! topped kylie illuminating setting spray loved itkylie cosmetic kylighter illuminating powder,kylie cosmetics,positive,1
kylie Highlighter,"truly made sparkle truly made sparkle like diamond ! one best highlighter ever used . 's long lasting , wear like dream",kylie cosmetics,positive,1
kylie Highlighter,new formula new formula much better . pretty natural glow easy use . glittery looking give perfect shimmer . work well face definitely recommend anyone !,kylie cosmetics,positive,1
kylie Highlighter,many many product undderated one . larger pore nothing accentuated wearing . also look really nice right top blush . blend really well long lasting . 'd recommend others sure,kylie cosmetics,positive,1
kylie Highlighter,love powder . its love powder . its pretty skin type look smooth shimmery . its beautiful recommend product everyone .,kylie cosmetics,positive,1
kylie Highlighter,"think kylies highlighter think kylies highlighter nice , dont streak actually show skin tone . also dont think theyre overhyped . its also affordable compared lot highlighter",kylie cosmetics,positive,1
kylie Highlighter,new formula new formula much better . pretty natural glow easy use . glittery looking give perfect shimmer .,kylie cosmetics,positive,1
kylie Highlighter,"favorite ! ! ! favorite ! ! ! shine pretty ! ! stay day , literally need little dab brush good go ! ice favorite one ! tried kylie cosmetic kylighter illuminating powder",kylie cosmetics,positive,1
kylie Highlighter,"obsessed illuminating obsessed illuminating powder ! packaging to-die-for product work wonder face chest . give gorgeous , glowy look . id highly recommend anyone looking brighten look !",kylie cosmetics,positive,1
kylie Highlighter,basically shade older packaging . gotten new formul although find different still love . im one used bunch highlight see shining mile away haha love day day put couple layer beam ! ! lol,kylie cosmetics,positive,1
kylie Highlighter,"love thing love thing kylie cosmetic , ive never one problem product actually reach others",kylie cosmetics,positive,1
kylie Highlighter,"highlighter work highlighter work good . pigmented easy work . many shade pick . favorite one shade ice out quartz . quartz beautiful yellow , gold highlight go look give beautiful glow .",kylie cosmetics,positive,1
kylie Highlighter,amazing shine last long,kylie cosmetics,positive,1
kylie Highlighter,loveeee kylie face loveeee kylie face product ! queen blinding highlight ! obsessed !,kylie cosmetics,positive,1
kylie Highlighter,friend & friend & use & love . use many others one many favorite .,kylie cosmetics,positive,1
kylie Highlighter,love highlight love highlight creamy patchy skin super pigmented left nice shine little go long way dont need much product get bright highlighted look also use body well,kylie cosmetics,positive,1
kylie Highlighter,pretty color ! love product different shade . good skin tone,kylie cosmetics,positive,1
kylie Highlighter,"gorgeous pink glow , blend gorgeous pink glow , blend well doesnt look powdery ! ive using month still look brand new ! lot product , amazing pigment around great highlighter !",kylie cosmetics,positive,1
kylie Highlighter,absolutely stunning product . absolutely stunning product . quality pigmentation insane . barely need product amazing glow .,kylie cosmetics,positive,1
kylie Highlighter,absolutely love ! absolutely love ! perfect shimmer give face ultimate glow . would improve making lot cheaper . quite sheer also pigmented . would recommend everyone willing spend kylie cosmetic kylighter illuminating powder kylie cosmetic highlighter,kylie cosmetics,positive,1
kylie Highlighter,love illuminating powder . love illuminating powder . work perfect bronzer highlight duo . shimmer amazing give classy finish . good oily skin well . ill definitely recommend give try !,kylie cosmetics,positive,1
kylie Highlighter,"beautiful ! pretty color , beautiful ! pretty color , look great skin . tried queen drip shade , wanting get . similar texture blush !",kylie cosmetics,positive,1
kylie Highlighter,go highlighter ! ! ! go highlighter ! ! ! seriously best highlighter ever every shade great . price great product last . olive skin tone look great use shade ice out .,kylie cosmetics,positive,1
kylie Highlighter,love kylie love kylie product great ! pigmentation great blend well rest makeup . love,kylie cosmetics,positive,1
kylie Highlighter,"would definitely recommend would definitely recommend someone like thinner formula , chunky whatsoever ! look beautiful concealer blush , sits perfect skin !",kylie cosmetics,positive,1
kylie Highlighter,"big fan line love highlighter . shimmery last good , also use setting spray .",kylie cosmetics,positive,1
kylie Highlighter,love product give love product give shiny glow its shimmery many color choose,kylie cosmetics,positive,1
kylie Highlighter,"its bright & its bright & pretty & texture really good , personally always buy one go make look & also shine really pretty lighting , definitely recommend",kylie cosmetics,positive,1
kylie Highlighter,beautiful color beautiful color skin ! pigmented overpowering ! last day little go long way !,kylie cosmetics,positive,1
kylie Highlighter,shade shade ice really love highlighter . its extremely pigmented blended look natural last day . highly recommend,kylie cosmetics,positive,1
kylie Highlighter,"highly pigmented last highly pigmented last day ! love sparkle shine , highlighter !",kylie cosmetics,positive,1
kylie Highlighter,shade shade dreaming diamonds love shade pigment ! its also blinding loose highlighter well pressed formula . im definitely gon na pick another shade !,kylie cosmetics,positive,1
kylie Highlighter,love kylighter love kylighter use almost daily ! super pigmented sparkly ! go really well easy blend . want every color ! lol,kylie cosmetics,positive,1
kylie Highlighter,"impressive ! highlighter impressive ! highlighter vibrant lack shimmer . usually avoid sparkly/ powering highlighter buildable yet subtle . depending brush use , used beautifully face , eye , even body ! honestly really like using inner corner !",kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . barely need make stand face . add nice glow highlight facial feature .,kylie cosmetics,positive,1
kylie Highlighter,"older older packaging shade let tell , stunning ! ! ! ! use almost everyday even though want use one beautiful always get complimented asked highlighter used",kylie cosmetics,positive,1
kylie Highlighter,"ahhh mazing ! word can't ahhh mazing ! word ca n't even explain much love stuff ! obviously give shine 's glitter effect also pigment , look natural `` barbie '' look . love ! another must-have goodie bag !",kylie cosmetics,positive,1
kylie Highlighter,"love much love much , made look luminious ! ! ! add eyebrow , cheek , body , nose everything . wont regret purchasing . con ; many tbh . really goood .",kylie cosmetics,positive,1
kylie Highlighter,"great product stunning highlight without sparkly like highlighter , little go long way . great packaging well .",kylie cosmetics,positive,1
kylie Highlighter,best highlighter ever ! ! ! ! best highlighter ever ! ! ! ! got sale ulta try ! ! ! its amazing . one older one tho .,kylie cosmetics,positive,1
kylie Highlighter,brilliant highlighter ever . easy simple apply . shine natural . love use go important event .,kylie cosmetics,positive,1
kylie Highlighter,applies easily ! last applies easily ! last long ! doesnt need much ! good skin type opinion . wouldnt improve nothing,kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . barely need make stand face . add nice glow highlight facial feature . love much last forever !,kylie cosmetics,positive,1
kylie Highlighter,lovely highlighter . super flattering lovely highlighter . super flattering inner corner . dosent much glitter chunky . give nice natural glow .,kylie cosmetics,positive,1
kylie Highlighter,product work well skin tone face .,kylie cosmetics,positive,1
kylie Highlighter,pigmented highlighter . price compared pigmentation cant beat one best highlighter ever worn . ? ?,kylie cosmetics,positive,1
kylie Highlighter,love kylie product love kylie product different . absolutely stunning color go perfectly .,kylie cosmetics,positive,1
kylie Highlighter,love highlighter . love highlighter . pretty expensive believe worth price . make sure get highlighter match skin tone,kylie cosmetics,positive,1
kylie Highlighter,"gorgeous , gorgeous gorgeous highlighter",kylie cosmetics,positive,1
kylie Highlighter,"love kylies highlighter , love kylies highlighter , buttery skin , good skin type . combination skin look dewy natural , pigmented , would recommend anyone thats looking amazing highlight . definitely buy .",kylie cosmetics,positive,1
