Product,Comment,Website,Label,sentiment
Eyeshadow palettes,kylie bronze palette love light deep brown & bronze eyeshadow shade . palette . still look perfect end day .,kyliecosmetics,positive,1
Eyeshadow palettes,"summer shimmer beautiful summer color . love glittery , bronze color",kyliecosmetics,positive,1
Eyeshadow palettes,fabulous perfect.love love ! would surely buy great product .,kyliecosmetics,positive,1
Eyeshadow palettes,kylie bronze favorite ! pigmented . shimmer fantastic ! ! blend easily smooth .,kyliecosmetics,positive,1
Eyeshadow palettes,kylie cosmetic bronze palette matte pigmented & amazingly easy application !,kyliecosmetics,positive,1
Eyeshadow palettes,bronze pallet first eyeshadow pallet ive purchased kylie cosmetic absolutely love ! its perfect everyday eye look night . its first brown eyeshadow actually brown !,kyliecosmetics,positive,1
Eyeshadow palettes,"gorgeous palette gorgeous , beautiful shade its first kylie palette definitely buy another palette .",kyliecosmetics,positive,1
Eyeshadow palettes,bronze palette even beauty expected ! cant wait follow one coordinating reel application tutorial !,kyliecosmetics,positive,1
Eyeshadow palettes,must ! love shade pigmentation point ! need apply lot little go long way !,kyliecosmetics,positive,1
Eyeshadow palettes,beauty absolutely beautiful go nice  crease  love .,kyliecosmetics,positive,1
Eyeshadow palettes,stephs review its good pallet simple cute elegant makeup . im happy purchase,kyliecosmetics,positive,1
Eyeshadow palettes,"eyeshadow love love love ! ! ! ! ! beautiful colour , good quality ! ! perfect mirror inside !",kyliecosmetics,positive,1
Eyeshadow palettes,its lit love ! love color last day without fading ! !,kyliecosmetics,positive,1
Eyeshadow palettes,beautiful age ! ! 's great quality beautiful ! ! came quickly ! ! !,kyliecosmetics,positive,1
Eyeshadow palettes,love ! got duo pack . love . great pigment .,kyliecosmetics,positive,1
Eyeshadow palettes,bronze palette best palette ever owned ! unbelievable !,kyliecosmetics,positive,1
Eyeshadow palettes,"great customer service im guy purchased gift someone site . actually reviewing item , review great customer service experienced gift card glitch also follow shipping speed top notch .",kyliecosmetics,positive,1
Eyeshadow palettes,love love love ! absolutely love palette ! super easy use pigment incredible ! color blend easily barely fallout !,kyliecosmetics,positive,1
Eyeshadow palettes,"parfait ! juste parfait ! ce sont toutes le couleurs que je portent au quotidien ! parfait pour le maquillages de jour comme de nuit et pour une fois , je ne suis pa allergique ! je vais en recommander !",kyliecosmetics,positive,0
Eyeshadow palettes,"best palette market ! ! best ! tried many pallet one perfect , shade really pigmented useable stay well ! also come easily miecellar water foaming cleanser . got three compliment first day wore ! !",kyliecosmetics,positive,1
Eyeshadow palettes,must buy amazing pallet ! its buildable blendable !,kyliecosmetics,positive,1
Eyeshadow palettes,"best mini palette ! ! perfect neutral glam simple look . well pigmented natural looking feeling , perfect everyday glam .",kyliecosmetics,positive,1
Eyeshadow palettes,"best palette one favorite , love color like matte .",kyliecosmetics,positive,1
Eyeshadow palettes,"good product far packaging dirty gross product good . packaging dirty gross . present teenager friend , big deal get fancy kylie makeup un presentable . take box wrap .",kyliecosmetics,positive,1
Eyeshadow palettes,"excellent palette great neutral palette . color applied smoothly pigmented . shimmer shade super fine glitter exaggerated texture mature skin eyelid , worked fine eyeliner highlighter .",kyliecosmetics,positive,1
Eyeshadow palettes,smaller expected good colour lovely colour item smaller expected . loved bronzed metallic tone ordered excited . use daily eye palette came half size expected . normally buy makeup revolution palette size expected its compact .,kyliecosmetics,positive,1
Eyeshadow palettes,"everyday palette love palette everyday look , fairly pigmented , would buy",kyliecosmetics,positive,1
Eyeshadow palettes,"shade wearable , worn skin tone compliment . powder easy work & blend , shade worn year round look great dressed toned fit occasion .",kyliecosmetics,positive,1
Eyeshadow palettes,class timeless look pigmeted little go long way . formula upgrade amazing,kyliecosmetics,positive,1
Eyeshadow palettes,its ok shade pretty well pigmented . theres lot shade thats expected brown palette . theyre lot fallout brush easily,kyliecosmetics,neutral,1
Eyeshadow palettes,"nice , og bronze palette still winner love palette , used original bronze palette , ca n't say n't hope similar quality one . love shade , palette lacking quality actual palette .",kyliecosmetics,neutral,1
Eyeshadow palettes,great palette much color payoff like palette lot nude tone need . much color payoff,kyliecosmetics,neutral,1
Eyeshadow palettes,"tolle farben ich finde die pallete super praktisch , da sie perfekt meine handtasche passt . die farben gefallen mir sehr gut und lassen sich auch gut blenden . da gesamtergebnis sieht sehr gut au nach dem auftragen .",kyliecosmetics,neutral,1
Eyeshadow palettes,"hohe deckkraft und schöne farben al erstes da positive ... die farben der palette sind mega schön , sehr deckend und halten auch super gut . für den preis hätte ich ein bisschen mehr zubehör wie einen applikator oä erwartet , aber im großen und ganzen kann man nicht meckern und ich würde sie mir wieder zulegen",kyliecosmetics,neutral,1
Eyeshadow palettes,"schöne farben - qualität ok ich mus ja zugeben , das ich die marke kylie jenner doch etwas höhere erwartungen habe , da sie ja mit make schon viele jahre erfolgreich auf dem markt ist .",kyliecosmetics,neutral,1
Eyeshadow palettes,"tolle natürliche farben habe mir die palette bestellt leider kam sie für den preis beschädigt bei mir . hatte sie mir toller vorgestellt , aber da tut dem nichts zum abbruch .",kyliecosmetics,neutral,0
Eyeshadow palettes,blend ability ? hard time blending eyeshadow properly ..,kyliecosmetics,neutral,1
Eyeshadow palettes,"good color , applicator pretty color . would nice applicator included .",kyliecosmetics,neutral,1
Eyeshadow palettes,"pretty good , 4 star palette gorgeous love variety color ! payoff good , wearability good . significant fallout shes golden smear everywhere dont use makeup remover get . also first color crack traveled . overall pleased probably use shes golden",kyliecosmetics,neutral,1
Eyeshadow palettes,"bronze pressed powder palette love colour , pigmented , easy blend . use darker colour eyeliner worked fine . wished would one shimmery shade instead glitter one , really love .",kyliecosmetics,neutral,1
Eyeshadow palettes,meh color nice quite expected . product feel powdery applied .,kyliecosmetics,negative,1
Eyeshadow palettes,great kid adult color dont stick lid well . come patchy theyre pigmented .,kyliecosmetics,negative,1
Eyeshadow palettes,poor quality glittery color palette broken made mess everywhere . color make mess every time use creating lose powder get everywhere .,kyliecosmetics,negative,1
Eyeshadow palettes,"first time buyer impressed color beautiful , eyeshadow spread well evenly .",kyliecosmetics,negative,1
Eyeshadow palettes,smaller palette color nice pricey color pretty thought palette bigger its smaller size .,kyliecosmetics,negative,1
Eyeshadow palettes,"bronze palette palette smaller anticipated . pigment didnt wow , didnt leave ton fall . overall , best worst .",kyliecosmetics,negative,1
Eyeshadow palettes,still good though colour original bronze pallet,kyliecosmetics,negative,1
Eyeshadow palettes,disappointed color way shimmery . sparkle face .,kyliecosmetics,negative,1
Eyeshadow palettes,"pigmented dark , would good someone pale",kyliecosmetics,negative,1
Eyeshadow palettes,color look similar kylie pallet color almost look alike,kyliecosmetics,negative,0
Eyeshadow palettes,makeup palette came crushed one already fell sticker correctly,kyliecosmetics,negative,0
Eyeshadow palettes,"eye shadow last 30 minute color beautiful , powder doesnt last .",kyliecosmetics,negative,1
Eyeshadow palettes,wast money purchased christmas gift . received package product broken little piece . customer service able exchange longer 48 hour .,kyliecosmetics,negative,1
Eyeshadow palettes,buy . doesnt stay skin . made face ugly wash .,kyliecosmetics,negative,0
Eyeshadow palettes,small arrived broken . palette arrived mirror broken close palette cant push mirror back . cheaply made . also incredibly small price . buy palette ! !,kyliecosmetics,negative,0
Eyeshadow palettes,looked big photo n come absolutely tiny anything purchasing small thing especially price ( rediculous ),kyliecosmetics,negative,0
Eyeshadow palettes,teenager makeup eye shadow teenager . color look like picture .,kyliecosmetics,negative,1
Eyeshadow palettes,bronze eyeshadow palette impressed . bad coverage doesnt stay well .,kyliecosmetics,negative,1
Eyeshadow palettes,kylie bronze pallet bronze pallet came broken one contacted,kyliecosmetics,negative,0
Eyeshadow palettes,broken came broken package cover powder much pressed powder left,kyliecosmetics,negative,0
Eyeshadow palettes,good back old formula eye shadow good us break soon brush brush applies well,kyliecosmetics,negative,1
Eyeshadow palettes,loving pigment suck . colors barely show . especially metallic,kyliecosmetics,negative,1
Eyeshadow palettes,"dont waste money ! disappointed palette . picture online looked better , product apply well palette small like travel size . dont waste money !",kyliecosmetics,negative,1
Eyeshadow palettes,really bad product ! pigmentation horrible ! quality really bad,kyliecosmetics,negative,0
Eyeshadow palettes,"perfect bronz ' palette parfait , j'adore le couleurs tu peux créer plusieurs style . la taille de la placette est également idéale pour emporter partout avec soit . liké lot",kyliecosmetics,negative,1
Eyeshadow palettes,its cheap its cheap brand got eyeshadow pallet cracked inside,kyliecosmetics,negative,0
Eyeshadow palettes,cute bought friends birthday glad much ! said best eyeshadow ever < 3,kyliecosmetics,positive,1
Eyeshadow palettes,love matte color ! love dark matte color ! go evenly ! sparkle color spread thick thin light,kyliecosmetics,positive,1
Eyeshadow palettes,"la pigmentación pigmentan bastante bien están demás de hermosas , por supuesto volvería comprar",kyliecosmetics,positive,0
Eyeshadow palettes,mini bronze shadow made eye sparkle perfect intense color perfect size case take anywhere . love fast delivery service .,kyliecosmetics,positive,1
Eyeshadow palettes,"shade unlike shade pretty gorgeous . 've never seen color . got mom , love shade . go tone .",kyliecosmetics,positive,1
Eyeshadow palettes,"mini bronze eyeshadow palette like size , fit perfectly carry case ! color pigmented take little product !",kyliecosmetics,positive,1
Eyeshadow palettes,recommend small palette convenient take trip . high-quality pigmented shadow,kyliecosmetics,positive,1
Eyeshadow palettes,"eyeshadow love eyeshadow , perfect little pallette everyday use .",kyliecosmetics,positive,1
Eyeshadow palettes,bravo exactly looking . its soft velvety long wear .,kyliecosmetics,positive,0
Eyeshadow palettes,perfect color love color put together . go dark,kyliecosmetics,positive,1
Eyeshadow palettes,"great value mini going purchase full palette . great travel size , pigment point . love color",kyliecosmetics,positive,1
Eyeshadow palettes,highly recommend love eyeshadow go nice look amazing,kyliecosmetics,positive,1
Eyeshadow palettes,right color texture good glitter easy use,kyliecosmetics,positive,1
Eyeshadow palettes,excellent a+++ excellent a+++excellent a+++excellent a+++excellent a+++,kyliecosmetics,positive,1
Eyeshadow palettes,perú sombras con buena pigment ... love ..... gracias,kyliecosmetics,positive,1
Eyeshadow palettes,great size pallette travel color ok. lot fallout shimmer color . great size travel .,kyliecosmetics,neutral,1
Eyeshadow palettes,"worth money tiniest palette ever , like palette purchased past",kyliecosmetics,negative,1
Eyeshadow palettes,great mini eyeshadow palette love color . great color combo mini eyeshadow,kyliecosmetics,positive,1
Eyeshadow palettes,amazing came broken customer service great ! palette amazing formula great shade beautiful !,kyliecosmetics,positive,1
Eyeshadow palettes,im back good color everything ! love color much ! amazing job quality !,kyliecosmetics,positive,1
Eyeshadow palettes,mini muave perfection ! loveeeeeee mini eyeshadow ! color gorgeous love variety ! its cute compact take everywhere touch ups . careful delicate mini pallet . drop eyeshadow crack break everywhere .,kyliecosmetics,positive,1
Eyeshadow palettes,love ! love dark matte color ! go evenly ! sparkle color spread thick thin light,kyliecosmetics,positive,1
Eyeshadow palettes,favourite ! ! favourite product ! small amount go long way using . colour pallet modern beautiful .,kyliecosmetics,positive,1
Eyeshadow palettes,mini mauve eyeshadow palette love . go smooth love color stay day,kyliecosmetics,positive,1
Eyeshadow palettes,nice love palette ! easy travel . size perfect,kyliecosmetics,positive,1
Eyeshadow palettes,"great color got mini palette mother christmas gift , went crazy obsessed color . applies color blend well . extremely happy ! !",kyliecosmetics,positive,1
Eyeshadow palettes,love color size good material,kyliecosmetics,positive,1
Eyeshadow palettes,nice color color everything . color payoff nice .,kyliecosmetics,positive,1
Eyeshadow palettes,"great product couldnt happy product , love kylie cosmetic",kyliecosmetics,positive,1
Eyeshadow palettes,cute palette convenient carry purse take trip,kyliecosmetics,positive,1
Eyeshadow palettes,pigmented bought mini makeup bag its perfect color everyday eye look .,kyliecosmetics,positive,1
Eyeshadow palettes,cute mini ! pigmented ! good go ! ! highly recommend !,kyliecosmetics,positive,1
Eyeshadow palettes,love use palette almost everyday . great shade natural eye always get compliment ! ! easy application stay long time,kyliecosmetics,positive,1
Eyeshadow palettes,vibrant gorgeous love pallet . shade vibrant beautiful .,kyliecosmetics,positive,1
Eyeshadow palettes,"nice product eyeshadow color beautiful , pigmented last several hour",kyliecosmetics,positive,1
Eyeshadow palettes,mauve color shadow like pigment & color . stay without creasing . would like color matte .,kyliecosmetics,positive,1
Eyeshadow palettes,great size pallette travel beautiful color . shimmer fallout . color gorgeous green/blue eye .,kyliecosmetics,positive,1
Eyeshadow palettes,yes beautiful easy use . thank product perfect everyone use excellent quality .,kyliecosmetics,positive,1
Eyeshadow palettes,"must have incredible product love look , its gorgeous",kyliecosmetics,positive,1
Eyeshadow palettes,pretty shade ! gorgeous pigment . never disappointed kylie eyeshadow,kyliecosmetics,positive,1
Eyeshadow palettes,"great color , glitter fallout beautiful color packaging . little fallout glitter shade , though . love able get mini version big palette .",kyliecosmetics,positive,1
Eyeshadow palettes,easy blend easy blend thought would . seems quite light using brush .,kyliecosmetics,neutral,1
Eyeshadow palettes,palette came smashed nobody seems care ive received smashed palette nobody seems care its way 48h response shame poor experience knowing kylie huge company doesnt seems care customer .,kyliecosmetics,negative,1
Eyeshadow palettes,underwhelmed wowd product purchased . wo n't purchasing site,kyliecosmetics,negative,0
Eyeshadow palettes,didnt see much difference small bought similarly color much bigger price much better pretty much paying name dont like .,kyliecosmetics,negative,1
Eyeshadow palettes,"palette pigmentation packaging give 10/10 , excellent pigmentation , especially glitter shadow . packaging spectacular ! creative . went wedding shadow held perfectly almost 10 hour .",kyliecosmetics,positive,1
Eyeshadow palettes,"kris collection eyeshadow pallet ! beautiful color range eye shadow pallet , great packaging . perfect formula/quality fall . 22years old latina olive pink yellow skin tone",kyliecosmetics,positive,1
Eyeshadow palettes,amazing buttery formula everyday look since its launched its like best pallet one u amazing favorite,kyliecosmetics,positive,1
Eyeshadow palettes,love shade love colour range nicely pigmented,kyliecosmetics,positive,1
Eyeshadow palettes,age love color . soft beautiful color skin,kyliecosmetics,positive,1
Eyeshadow palettes,love love color smooth application . great product,kyliecosmetics,positive,1
Eyeshadow palettes,"super pigmented color stunning , exceptionally pigmented dont use much achieve dramatic look , good pod tiny .",kyliecosmetics,positive,1
Eyeshadow palettes,"nice ! its amazing , stay well ! really loved !",kyliecosmetics,positive,1
Eyeshadow palettes,"great eyeshadow 'm wearing hey matt pressed powdered kris eyeshadow . love , enough color wear daytime . harsh , go smooth .",kyliecosmetics,positive,1
Eyeshadow palettes,"kris eye pallette pallette beautiful color , glide easily , long lasting .",kyliecosmetics,positive,1
Eyeshadow palettes,great colour bought month ago im obsessed.i use everyday,kyliecosmetics,positive,1
Eyeshadow palettes,cheer ! great shadow shade ! love shadow color option ! nude shade along sparkle ! playful packaging !,kyliecosmetics,positive,1
Eyeshadow palettes,"fun packaging yeah , eyeshadow really nice . stay day go . smooth even .",kyliecosmetics,positive,1
Eyeshadow palettes,pallet power ! ! ! ! love pallet ! eyeshadow go smoothly !,kyliecosmetics,positive,1
Eyeshadow palettes,"kris martini eyeshadow palette really love eyeshadow palette ! ! ! ! turned 59 feel like need thing give usefulness . picked palate admire kris jenner , color amazing .",kyliecosmetics,positive,1
Eyeshadow palettes,love color pallet ! stay day .,kyliecosmetics,positive,1
Eyeshadow palettes,older lady ! love shiek packaging color perfect u older woman !,kyliecosmetics,positive,1
Eyeshadow palettes,love ! great ! & color appear . long wear packaging luxurious !,kyliecosmetics,positive,1
Eyeshadow palettes,perfect eye pallete excellent color pigment color fantastic perfect complexion,kyliecosmetics,positive,1
Eyeshadow palettes,"nice pretty colour packaging incredible , eye catching .",kyliecosmetics,positive,1
Eyeshadow palettes,"ultra pigmented shadow divine favorite , earthy green tone shimmer matte . super pigmented best .",kyliecosmetics,positive,1
Eyeshadow palettes,love totally worth every penny . fast shipping germany,kyliecosmetics,positive,1
Eyeshadow palettes,amazing eyeshadow palette kylie . love color palette use palette year-round match every outfit . telling palette worth every cent wallet .,kyliecosmetics,positive,1
Eyeshadow palettes,pressed powder palette blend well colorful package great,kyliecosmetics,positive,1
Eyeshadow palettes,"perfect color could n't perfect , love . 'm big fan kylie cosmetic . thank .",kyliecosmetics,positive,1
Eyeshadow palettes,"smooth ! pallet best color , perfection nude , color stand . applying shadow , feel good eyelid color apply nicely skin . definitely must buy . would re-purchase needed .",kyliecosmetics,positive,1
Eyeshadow palettes,"slick compact packaging like shade , combination matte shimmer . packaging slick , compact perfect travel",kyliecosmetics,positive,1
Eyeshadow palettes,butter ! love palette eye shadow like butter nice n smooth .,kyliecosmetics,positive,1
Eyeshadow palettes,"lovely autumn beautiful shade , packaging attention detail always amazing",kyliecosmetics,positive,1
Eyeshadow palettes,"omg ! new fav sure ! ! bought green middle , become favorite palette vaca palette , didnt think another fav possible !",kyliecosmetics,positive,1
Eyeshadow palettes,"beautiful color really love color , blend beautifully nice color payoff , especially love olive green liner color & eyeshadow color complement well .",kyliecosmetics,positive,1
Eyeshadow palettes,"love palette love much ! color pretty go blend nicely . , packaging adorable plus !",kyliecosmetics,positive,1
Eyeshadow palettes,gorgeous ! obsessed palette ! color gorgeous !,kyliecosmetics,positive,1
Eyeshadow palettes,love . nice fall color . rich color . great medium brown skin . good quality . apply shimmer color layer prevent fall-out .,kyliecosmetics,positive,1
Eyeshadow palettes,lets double ! fun package great pallet ! color awesome name always favorite part .,kyliecosmetics,positive,1
Eyeshadow palettes,larger think huge thought tiny definitely worth money .,kyliecosmetics,positive,1
Eyeshadow palettes,"kris amazing color , beautiful packaging , little fallback .",kyliecosmetics,positive,1
Eyeshadow palettes,amazing ! ! love color palette ! highly pigmented easy apply .,kyliecosmetics,positive,1
Eyeshadow palettes,love ! last name martini already obsessed .. pigment quality also amazing . perfect travel size . first purchase happy,kyliecosmetics,positive,1
Eyeshadow palettes,lovely excellence presentation ! eye shadow palette perfect color looking . thank,kyliecosmetics,positive,1
Eyeshadow palettes,kris eyeshadow palette palette lot larger expected ! pigmented love range color design .,kyliecosmetics,positive,1
Eyeshadow palettes,speaks self loved woop woop browny point xxxxxx,kyliecosmetics,positive,1
Eyeshadow palettes,kris pressed powder palette love color texture shadow . go really well . : ),kyliecosmetics,positive,1
Eyeshadow palettes,"another great pallet awesome shade , great pigmentation . love packaging ! ! !",kyliecosmetics,positive,1
Eyeshadow palettes,kris jenner palatte love ! ! fabulous color get compliment eyeshadow constantly ! !,kyliecosmetics,positive,1
Eyeshadow palettes,kris pallet love colour . pigmented stay would definitely recommend,kyliecosmetics,positive,1
Eyeshadow palettes,kirs jenner love packagesing color wonderful stand f along time kirs,kyliecosmetics,positive,1
Eyeshadow palettes,gorgeous shade color beautiful design . packaging die .,kyliecosmetics,positive,1
Eyeshadow palettes,love ! absolutely love ! packing funny ( palette part martini glass ) . bought think must excellent present . colour also pretty palette elegant .,kyliecosmetics,positive,1
Eyeshadow palettes,great palette excellent color payoff . great choice shade love,kyliecosmetics,positive,1
Eyeshadow palettes,"martini please loved cute palette . loved color , glitter shade , packaging cute !",kyliecosmetics,positive,1
Eyeshadow palettes,"enjoy responsibly ! honestly , packaging got first adorable collection high-proof color everything proud mama could possibly hope . tantalizing balance matte sparkly color , may combined elegant spicy finish . its cocktail time !",kyliecosmetics,positive,1
Eyeshadow palettes,love ! amazing packaging . definitely would recommend palette !,kyliecosmetics,positive,1
Eyeshadow palettes,kylie kris quality best ! love pigment barely fallout,kyliecosmetics,positive,1
Eyeshadow palettes,"blendable gorgeous ! bought set packaging , love theme original photo kris",kyliecosmetics,positive,1
Eyeshadow palettes,kris ! ! great ! absolutely love eyeshadow ! color quality pigment beautiful,kyliecosmetics,positive,1
Eyeshadow palettes,amazing ! ! pallet gold ! ! ! its lovely shade good quality,kyliecosmetics,positive,1
Eyeshadow palettes,perfect gift mother ! mom looking good olive green eye shadow gifted martini palette . watching open package delight start finish ! really loved color name impressed kylie cosmetic . thank !,kyliecosmetics,positive,1
Eyeshadow palettes,perfect love color ! perfect fall ! always best color !,kyliecosmetics,positive,1
Eyeshadow palettes,kris pressed powder palette color beautiful pigmented ! long wearing well .,kyliecosmetics,positive,1
Eyeshadow palettes,happy order love color love blend makeup,kyliecosmetics,positive,1
Eyeshadow palettes,awesome ! great really good eyeshadow . packaging die !,kyliecosmetics,positive,1
Eyeshadow palettes,"perfect son perfecta , el empaque bastante grande , todo para la basura , bueno yo reciclo , asi que todo para el reciclaje , parece mejor reducir el empaque solo lo necesario para que llegue en perfecto estado",kyliecosmetics,positive,1
Eyeshadow palettes,pigmented color beautiful easy apply,kyliecosmetics,positive,1
Eyeshadow palettes,love love love ! ! ! ! love ! pallet freaking cute didnt even want use . color blend really well .,kyliecosmetics,positive,1
Eyeshadow palettes,choice ! get excited getting choose palette time wear makeup ! ! amazing !,kyliecosmetics,positive,1
Eyeshadow palettes,color vivid wear well purchased friend birthday . love color,kyliecosmetics,positive,1
Eyeshadow palettes,love its amazing . packaging favorite part . product also great !,kyliecosmetics,positive,1
Eyeshadow palettes,kris pressed powder palette love palette . eye shadow go soft beautiful color . also design outstanding .,kyliecosmetics,positive,1
Eyeshadow palettes,martini box packaging beautiful treat ! color beautiful blendable .,kyliecosmetics,positive,1
Eyeshadow palettes,cutest eyeshadow colour cute pigmented one swipe skin its perfect,kyliecosmetics,positive,1
Eyeshadow palettes,color stayed day . good pigment . stayed mostly day . pretty,kyliecosmetics,positive,1
Eyeshadow palettes,cute shade used pallete cute shade eyeshadow came smudged pan like used . plastic wrap product cover shadow . cardbiard huuuge wasteful eco friendly .,kyliecosmetics,positive,1
Eyeshadow palettes,"lot packaging small palatte love color name ! definitely need use primer concealer bring pigment . long lasting , n't rub .",kyliecosmetics,positive,1
Eyeshadow palettes,"would given 5 star , great product , packaging excessive environmentally friendly . triangle box clever , box big box shipped even bigger box isnt necessary . otherwise , 5 star actual product .",kyliecosmetics,positive,1
Eyeshadow palettes,"sparkling eye shadow palette eyeshadow lovely , color amazing .",kyliecosmetics,positive,1
Eyeshadow palettes,"kris x kylie 2.0 absolutely love palette , easy blend pigmented matte formula , shimmer beautiful well , say maybe people much make-up experience hard time creating cohesive look color scheme !",kyliecosmetics,positive,1
Eyeshadow palettes,"pallet okay , great . love matte shade color . hey matt favorite color pallet . looking forward glitter shade found much fall-out . like pallet would n't buy . little priced quality .",kyliecosmetics,positive,1
Eyeshadow palettes,beautiful love color . beautiful time fall . love color beautifully done slid eyelid,kyliecosmetics,positive,1
Eyeshadow palettes,"beautiful pallet ! ! fallout blow away easily , & beautiful pallet , highly pigmented",kyliecosmetics,positive,1
Eyeshadow palettes,kris eye shadow love eye shadow . really messy work . like,kyliecosmetics,positive,1
Eyeshadow palettes,"meh cute packaging branding color meh . nothing go together like cant put 3 color together place . base color either entire lid , color disappointing",kyliecosmetics,negative,1
Eyeshadow palettes,kris love color pressed powder super easy chunk away get everywhere . love product though,kyliecosmetics,neutral,1
Eyeshadow palettes,"dont buy okay , small pod color . didnt pigment shadow .",kyliecosmetics,negative,1
Eyeshadow palettes,packaging feel like palette would cuter whole thing martini glass its top glass keep whole package look weird . take ton space .,kyliecosmetics,neutral,1
Eyeshadow palettes,unsatisfied expected tried return didnt let upset never order,kyliecosmetics,negative,0
Eyeshadow palettes,disappointed eyeshadow disappointed quality eyeshadow .. wont buying,kyliecosmetics,negative,0
Eyeshadow palettes,wheres pigment pigmented hoped . also fade throughout day .,kyliecosmetics,neutral,1
Eyeshadow palettes,"loose im sure eye shadow formula issue . however , glitter color , favorite go face use .",kyliecosmetics,negative,1
Eyeshadow palettes,worth money worth money . pretty color small like trial size lil kid,kyliecosmetics,negative,1
Eyeshadow palettes,great mascara finally mascara make lash look full long !,kyliecosmetics,positive,1
Eyeshadow palettes,"say love say , lash massive smudge",kyliecosmetics,positive,1
Eyeshadow palettes,"great mascara great mascara doesnt clump , lengthens lash really well",kyliecosmetics,positive,1
Eyeshadow palettes,love ! ! ive tried many mascara never found good one . mascara great ! ! eye lash clumping together go smoothly . thing dont like try wash flake .,kyliecosmetics,positive,1
Eyeshadow palettes,absolutely love week love ! ! make lash look long open widens eye,kyliecosmetics,positive,1
Eyeshadow palettes,whispy wonderland product amazing ! its wispy yet buildable . its ive used since purchased . im obsessed . wish came brown .,kyliecosmetics,positive,1
Eyeshadow palettes,lash ! ! ! ! lashed sooo thin looked like none . sudden ! ! ! ! ! ! !,kyliecosmetics,positive,1
Eyeshadow palettes,best mascara bought week ago obsessed,kyliecosmetics,positive,1
Eyeshadow palettes,best one yet ! love new mascara . new favorite ! ! ! far !,kyliecosmetics,positive,1
Eyeshadow palettes,a+++ pretty decent lash mascara enhances max !,kyliecosmetics,positive,1
Eyeshadow palettes,"lengthening mascara love mascara , give great length lash !",kyliecosmetics,positive,1
Eyeshadow palettes,"best mascara market lash look wispy long clump . ive used many mascara none match way make lash look feel , lightweight look amazing .",kyliecosmetics,positive,1
Eyeshadow palettes,whisky indeed packaging new product luxurious ! quality item great,kyliecosmetics,positive,1
Eyeshadow palettes,wisp lash mascara really loving mascara volume its giving eyelash good gon na new go mascara . love far,kyliecosmetics,positive,1
Eyeshadow palettes,long lasting lift smooth impressed w actual lift give . used another high end product another celebrity pleasantly surprised cost value one . new go sure !,kyliecosmetics,positive,1
Eyeshadow palettes,love ! ! ! guy ! mascara amazing . love much ! make lash look long simply obsessed ! get nowwww !,kyliecosmetics,positive,1
Eyeshadow palettes,impressive ! super excited saw come ! brush lot different volumizing mascara formula feel different well . great mixed together !,kyliecosmetics,positive,1
Eyeshadow palettes,"plus great mascara ! make my.lashes long , wispy , add volume . n't clump . recommend .",kyliecosmetics,positive,1
Eyeshadow palettes,good mascara love long lash give,kyliecosmetics,positive,1
Eyeshadow palettes,wisp mascara great brush mascara . come easily also . happy .,kyliecosmetics,positive,1
Eyeshadow palettes,want something great lash ! ! great stuff ! ! heavy feel like nothing make look like lash ! ! love,kyliecosmetics,positive,1
Eyeshadow palettes,"surprise surprisingly , 's best mascara 've tried long .",kyliecosmetics,positive,1
Eyeshadow palettes,"excellent flawless got many compliment , definitely stocking",kyliecosmetics,positive,1
Eyeshadow palettes,clump mascara tried lot mascara one really nice . go smooth clumping,kyliecosmetics,positive,1
Eyeshadow palettes,"super mascara , long eyelash comb eyelash well lengthens . mascara fall",kyliecosmetics,positive,1
Eyeshadow palettes,good went clumpy purchased local store . around week gone little clumpy . negative comment .,kyliecosmetics,neutral,1
Eyeshadow palettes,"love , love , love mascara love mascara ! exactly say . lash long wispy . n't clump . always trying new mascara , think found new favorite !",kyliecosmetics,neutral,1
Eyeshadow palettes,great mascara great product eye sensitive itch bad use .,kyliecosmetics,neutral,1
Eyeshadow palettes,"mascara feel its jus like normal mascara , maybe bcuz lash long enough .",kyliecosmetics,neutral,1
Eyeshadow palettes,defective applicator opening product applicator twisted bent . able push back place n't need . besides mascara awesome .,kyliecosmetics,neutral,1
Eyeshadow palettes,okay n't know feel . n't find much difference regular one .,kyliecosmetics,neutral,1
Eyeshadow palettes,"kylie cosmetic packaging inconsistent ? kylash tube actually look really nice , model kylie cosmetic 's new packaging .",kyliecosmetics,neutral,1
Eyeshadow palettes,nothing great . n't anything lash . give length volume . re-purchase .,kyliecosmetics,negative,0
Eyeshadow palettes,2 5 clumpy wish brush curved ! add volume nice .,kyliecosmetics,negative,1
Eyeshadow palettes,seems formula kylash used kylash switched wisp came kylash would get dry tube quickly .,kyliecosmetics,negative,0
Eyeshadow palettes,new mascara like new mascara ! like pink tube mascara whip white tube ! unless maybe received faulty product wasted $ sadly !,kyliecosmetics,negative,1
Eyeshadow palettes,"good buy one week , stared get dry cakey ! good buy .",kyliecosmetics,negative,1
Eyeshadow palettes,"clumpy , wet , horrible clump wet . wispy ? its one worst mascara ive ever used . nothing wispy beautiful mascara . hate spent $ 30 trash refund",kyliecosmetics,negative,0
Eyeshadow palettes,"dissatisfied disappointed , product mascara tube , totally dried , couldnt even get product stay lash",kyliecosmetics,negative,0
